sample_index,time_seconds,real,imag
111,0.000222,0.02654075426518085,0.13166853396064315
112,0.000224,0.19752324807424276,0.13932564033826664
113,0.000226,0.015320334291485938,0.06323915520548162
114,0.00022799999999999999,0.125,-0.03125
115,0.00022999999999999998,-0.2591404776740718,-0.015547670444069503
116,0.000232,0.05936950706847352,0.06641549850617331
117,0.000234,0.09245449713497983,0.08077807455647115
118,0.000236,0.02335957752453431,-0.2717539896448553
119,0.00023799999999999998,-0.013820571232075349,-0.11187308705732742
120,0.00023999999999999998,-0.06459952574438454,-0.07569166385554005
121,0.000242,0.051837174032381333,-0.011718068620977289
122,0.000244,0.05334708691207961,-0.24842960838455727
123,0.00024599999999999996,-0.05413299192116711,0.23338413598146793
124,0.000248,0.03844094751770686,-0.12316584580555129
125,0.00025,0.022829754868083196,-0.06368302531917477
126,0.000252,0.06848482356626294,0.13019549865362784
127,0.000254,0.08742929463924283,0.0658016717893211
128,0.000256,-0.06194025915522937,0.0639658531585374
129,0.000258,-0.048342953561433887,-0.23131731578127368
130,0.00026,-0.034518709177687304,0.06720231934329374
131,0.00026199999999999997,0.21875,0.125
132,0.00026399999999999997,0.2366254973789806,0.10302547185819408
133,0.000266,-0.04109864554976135,0.021682273338524127
134,0.000268,-0.05580740554223683,-0.16437631054399252
135,0.00027,-0.03624950700351279,-0.01112354621342073
136,0.000272,-0.008088698227401749,0.03402324152286293
137,0.000274,0.06806666877413492,-0.08544391599127689
138,0.000276,-0.2407139890021373,-0.1301188028919702
139,0.000278,0.15088834764831843,0.11205582617584078
140,0.00028,0.10094663457800082,0.17803000373781747
141,0.00028199999999999997,-0.004211165662691446,0.02078648275547366
142,0.00028399999999999996,-0.11896794937072057,0.04636254312401949
143,0.000286,-0.17920144604101237,-0.01476480143489773
144,0.000288,-0.09786606003599453,-0.0568442280874298
145,0.00029,-0.08993869465081383,0.20774886554018013
146,0.000292,-0.09306386713244036,0.21841349631109458
147,0.000294,-0.28125,0.0
148,0.000296,0.008387358824839236,0.09522615732064654
149,0.000298,-0.2321521449956036,-0.052555766797871425
150,0.0003,0.12955249448014264,-0.24322285452100653
151,0.00030199999999999997,-0.09390000551476183,0.15528373151819425
152,0.00030399999999999996,-0.023777748670018112,-0.012751395370896992
153,0.000306,-0.06184739969381838,-0.03862408448177182
154,0.000308,0.09409765984896767,0.11095970348467417
155,0.00031,-0.125,-0.10133252147247768
156,0.000312,-0.1138640572594389,0.2554570303812971
157,0.000314,0.11983082961198746,-0.18621556423787555
158,0.000316,-0.15036348481892667,0.0993546762175593
159,0.000318,0.06886601699537614,0.11108955769403504
160,0.00031999999999999997,0.17304514678489916,0.06329466766658699
161,0.00032199999999999997,0.011357541999660867,0.22573839173054974
162,0.00032399999999999996,-0.0391310477390964,-0.01471727018218328
163,0.000326,-0.03125,-0.125
164,0.000328,-0.06083880553355436,-0.12334821571699864
165,0.00033,-0.11969674383487629,0.055220382748204816
166,0.000332,0.09156939695227902,0.2502504370447767
167,0.000334,0.1947203761243089,-0.058958975259056946
168,0.000336,0.0014843730041371808,-0.000575041711106835
169,0.000338,-0.1337455481669092,0.08626017895832079
170,0.00033999999999999997,0.08400929707370114,-0.008061361920002244
171,0.00034199999999999996,-0.025888347648318447,0.20044417382415922
172,0.00034399999999999996,-0.054942203932440974,-0.03645312429447661
173,0.000346,0.16950216939773885,-0.07337944101915446
174,0.000348,-0.09662180867794586,-0.1096029879299926
175,0.00035,-0.015881075431465302,0.0330706276107385
176,0.000352,-0.0705537014801728,-0.10759472391160346
177,0.000354,-0.16652755282509624,0.01712517366972778
178,0.000356,0.013692278476226248,-0.05580147956602105
179,0.000358,-0.03125,-0.125
180,0.00035999999999999997,0.10414631993928161,0.06355291122524781
181,0.00036199999999999996,0.09117083908360439,-0.14934688928885753
182,0.00036399999999999996,0.10397576784718399,-0.21207747979468913
183,0.000366,-0.18957086360603428,0.039798789954283424
184,0.000368,0.2230315864115573,-0.14012301225577062
185,0.00037,0.17930297438322956,0.05925443092145413
186,0.000372,-0.034371622347533694,-0.08432321398561195
187,0.000374,-0.125,0.16383252147247768
188,0.000376,0.029539256004331972,0.06806315608154599
189,0.00037799999999999997,-0.23334513805039794,0.11380852250155636
190,0.00037999999999999997,-0.15333701086977572,-0.2702414141899484
191,0.00038199999999999996,0.001216504477101532,-0.004395383869875813
192,0.000384,0.05272510221299356,0.11701710155408403
193,0.000386,-0.05666798982038769,0.27794095965281607
194,0.000388,-0.034518709177687304,0.06720231934329374
195,0.00039,-0.1328322159580135,0.11913935719370686
196,0.000392,-0.21875,-0.125
197,0.000394,0.01194126831356289,0.08756120415858612
198,0.000396,0.011064909180752036,-0.06996047847171312
199,0.00039799999999999997,0.07065886230999326,0.07262453328535642
200,0.00039999999999999996,0.01812888260667018,-0.07025946504164826
201,0.00040199999999999996,-0.01627049950161172,-0.27098924011296804
202,0.000404,0.24612513695480068,0.2442477947605678
203,0.000406,-0.1514856840047639,0.12813301834124274
204,0.000408,0.08838834764831845,-0.04955582617584078
205,0.00041,-0.05684862572026526,0.025733758171657045
206,0.000412,0.06788554539275517,0.009375569390349413
207,0.000414,0.103318619544075,0.1301780976080714
208,0.000416,0.1045465971294883,-0.08988202617512452
209,0.00041799999999999997,-0.03097101300261358,0.051592439519034035
210,0.00041999999999999996,0.3439268501511965,0.1208654149196614
211,0.00042199999999999996,0.11419908075035322,-0.04915716667059676
212,0.000424,0.09375,-0.1875
213,0.000426,0.18784632189710015,0.018446287892027596
214,0.000428,0.19617748734986362,-0.07482027947966968
215,0.00043,0.011369871855276215,0.24044700137442596
216,0.000432,-0.05671116808385208,0.031677179564466376
217,0.000434,-0.0803936149833496,-0.16240789171076608
218,0.00043599999999999997,-0.009391632851472279,-0.08057965686198783
219,0.00043799999999999997,-0.010836302184078384,-0.1428242825292763
220,0.00043999999999999996,-0.0625,0.07544417382415922
221,0.00044199999999999996,0.09748906295820763,0.19098182319004506
222,0.000444,-0.03804704128330433,-0.009263890006968561
223,0.000446,-0.06828985812846614,-0.01756359406915172
224,0.000448,-0.13361382417058104,0.3115987657344919
225,0.00045,0.2240686890726586,0.11327544359029292
226,0.000452,-0.0347057409520744,-0.03367008955167436
227,0.000454,-0.060787665352137164,-0.2413850293544754
228,0.00045599999999999997,0.03125,-0.125
229,0.00045799999999999997,-0.005049374303948974,-0.013216097550079381
230,0.00045999999999999996,-0.21018066917493672,0.07921362204016745
231,0.00046199999999999995,0.14403848648896556,0.06810518728936962
232,0.000464,0.0519536388658075,-0.03643470878251095
233,0.000466,-0.019609535861256435,-0.14375080229645926
234,0.000468,0.1484270316502029,-0.16061697633029393
235,0.00047,-0.19779903245875677,-0.08615052899440753
236,0.000472,-0.08838834764831845,-0.13794417382415922
237,0.000474,0.17665508902633556,-0.1759186786394491
238,0.00047599999999999997,0.15475594582401758,0.10135184295551683
239,0.00047799999999999996,-0.011552785190681772,0.09414498027621643
240,0.00047999999999999996,0.09053592434298938,0.01979950470264684
241,0.00048199999999999995,0.1525686356163572,0.17487149972801633
242,0.000484,-0.003013521277968584,-0.24783604804516174
243,0.000486,-0.133967547088521,-0.09376220411359006
244,0.000488,0.21875,0.0625
245,0.00049,-0.07702072634966806,0.035225120093060926
246,0.0004919999999999999,-0.048838422652315805,-0.05943286408878465
247,0.000494,-0.2626788730059166,-0.11601167900419665
248,0.000496,-0.1383713533886256,-0.049983005740307146
249,0.000498,-0.07808458042992236,-0.06885103787504095
250,0.0005,-0.010160535753531305,0.04872553372835085
251,0.000502,0.14673267099928064,-0.1643232497625143
252,0.000504,-0.0625,-0.012944173824159223
253,0.0005059999999999999,0.09176367947531296,0.007963277980788663
254,0.000508,0.11718224536316843,-0.2264635223388977
255,0.0005099999999999999,-0.06008762857660862,0.058405559129819255
256,0.000512,0.06353130269810335,-0.11651624426201423
257,0.000514,-0.07808477620689895,0.12948289386125417
258,0.000516,0.06879241207884654,-0.14113597261946217
259,0.000518,-0.1328322159580135,0.11913935719370686
260,0.00052,-0.0569612951237564,0.10381576913327556
261,0.000522,0.1875,-0.0625
262,0.0005239999999999999,-0.03862940001583932,-0.2463002688813185
263,0.000526,-0.0479280902649697,-0.15364844645910952
264,0.0005279999999999999,0.20808454215285754,-0.12146289741970964
265,0.00053,0.12014224030142147,-0.170552425606195
266,0.000532,-0.11459233217084208,0.11097043183916534
267,0.000534,-0.09506947127948968,0.014370396102682939
268,0.000536,-0.10749505428066233,0.20261871878042556
269,0.000538,0.22633252147247768,-0.012944173824159223
270,0.00054,0.14386053619671374,-0.020722096898769395
271,0.000542,0.03267570803031814,0.1099781989883228
272,0.000544,-0.12014864770655476,0.07954587947183801
273,0.0005459999999999999,-0.13294466682064643,0.05592184317121693
274,0.000548,0.05297792626396779,-0.07343511734073001
275,0.0005499999999999999,0.061801992337210045,0.010135129700422955
276,0.000552,-0.12068766254077573,0.1439188568246385
277,0.000554,0.0625,0.125
278,0.000556,-0.041257104153233436,0.18577690978175584
279,0.000558,0.05892031541617961,0.013057530888524724
280,0.00056,-0.04070783289263262,0.13859456642707074
281,0.000562,-0.01879803995660473,0.01622328369746745
282,0.0005639999999999999,0.01713408281132657,-0.06603600034507907
283,0.000566,0.057289115926667536,-0.12000245495618535
284,0.0005679999999999999,0.0529628523643962,0.025308021570552577
285,0.00057,0.012944173824159223,-0.20044417382415922
286,0.000572,0.03225810601544399,-0.036615597895195
287,0.000574,-0.008485717697683921,-0.11946836674323034
288,0.000576,0.03305379648051328,0.011183033344856874
289,0.000578,0.10876503743019351,0.05956309839269393
290,0.00058,0.14003342530502602,-0.1735274455859773
291,0.0005819999999999999,-0.2804382617972945,0.1273591528470894
292,0.000584,0.025168657308506023,0.02485961131958373
293,0.0005859999999999999,-0.0625,-0.1875
294,0.000588,-0.04631511872236462,-0.07911472816554571
295,0.0005899999999999999,-0.07231438051698572,0.08917781333360919
296,0.000592,-0.05402681492084373,-0.19801658500223016
297,0.000594,0.1481635858744193,-0.03525340056964578
298,0.000596,-0.14722168385598777,-0.06067946678592699
299,0.000598,0.0763012692749462,0.11830409764050108
300,0.0006,0.01833363811967237,0.02831447749458113
301,0.000602,-0.03883252147247768,0.07544417382415922
302,0.0006039999999999999,-0.16357567323025346,-0.06839326079668281
303,0.000606,-0.07125799350750003,0.03615261944195107
304,0.0006079999999999999,-0.01906720826987133,-0.08580350997292167
305,0.00061,-0.36391454994846817,-0.011727669347057702
306,0.000612,0.12546609122006203,0.04476716391159705
307,0.000614,0.09676084905429244,0.03452141995243898
308,0.000616,-0.06819055773524635,0.080959153315776
309,0.000618,-0.0625,-0.125
310,0.00062,-0.09446923519983508,0.13963808726510837
311,0.0006219999999999999,-0.06367784463422418,-0.12536359305966127
312,0.000624,-0.007380011211559501,-0.17266847459840468
313,0.0006259999999999999,0.375492213780764,-0.3104174575216267
314,0.000628,-0.11128994991231837,0.015745035291840726
315,0.0006299999999999999,-0.16352091392212403,-0.1894487340836356
316,0.000632,0.006869421887866215,0.09731217274771452
317,0.000634,-0.07544417382415922,-0.11205582617584078
318,0.000636,-0.041872110890631836,0.1257309555906472
319,0.000638,-0.07793199682513419,0.15011424360959336
320,0.0006399999999999999,-0.2498078236319089,-0.35847879343704697
321,0.000642,0.013094179338921083,-0.10375727221685314
322,0.0006439999999999999,-0.21250755966123416,0.20219539901511027
323,0.000646,-0.003124579594207949,0.0047609927966855495
324,0.0006479999999999999,-0.0569612951237564,0.10381576913327556
325,0.00065,-0.091030030107425,-0.03473018343037794
326,0.000652,0.28125,-0.03125
327,0.000654,0.012218950742167592,0.15558399563111863
328,0.000656,-0.02081020187627579,-0.06574789053975874
329,0.000658,0.2878019604761305,-0.1080395399343715
330,0.00066,0.07025946504164826,0.08234927973687474
331,0.0006619999999999999,0.05361897895420066,0.055425951205259075
332,0.000664,0.046885922567207215,0.05099195622774473
333,0.0006659999999999999,-0.008686404544547263,0.0611421056631817
334,0.000668,-0.10669417382415922,-0.1142766952966369
335,0.00067,0.24113811888625925,0.14747522233519794
336,0.000672,-0.09288082796145854,-0.2325031377404219
337,0.000674,-0.045141871090994934,-0.01276930966170814
338,0.000676,-0.03840534190801129,-0.08796116808385207
339,0.000678,-0.25872382700141927,0.0958607517164016
340,0.0006799999999999999,-0.11984533425232936,0.02763683871959533
341,0.000682,-0.07053660424209934,0.10921173975199762
342,0.0006839999999999999,0.09375,0.03125
343,0.000686,0.0787665241156914,-0.061945838462541813
344,0.0006879999999999999,-0.029665827296337627,-0.14950184427575575
345,0.00069,-0.03150847097815633,-0.09241719513623953
346,0.000692,-0.031677179564466376,0.028248064176396304
347,0.000694,-0.10694578011228932,-0.17957378646661898
348,0.000696,-0.22962525810952886,-0.05637078534918538
349,0.0006979999999999999,0.029725995952686157,0.07348838922074147
350,0.0007,0.10669417382415922,0.21338834764831843
351,0.0007019999999999999,-0.02403045741987983,0.09650250810125963
352,0.000704,-0.15620815368524094,-0.02831991311216659
353,0.0007059999999999999,0.029298124841738507,-0.06761317086857106
354,0.000708,0.12482305643082939,-0.013121117393329822
355,0.00071,0.16754577542819218,-0.13210419368645562
356,0.000712,-0.06642662015211213,0.2875462132910627
357,0.000714,0.0731069526816136,0.08015980159591139
358,0.000716,0.03125,-0.15625
359,0.000718,0.022027266967421542,-0.13360351625920536
360,0.0007199999999999999,-0.12288760759979504,-0.10147565015890014
361,0.000722,0.0819094567425753,0.026192554519295072
362,0.0007239999999999999,0.036434708782510955,0.21184489408728452
363,0.000726,0.18254960467378772,2.7922928136900338e-05
364,0.0007279999999999999,-0.01417744030463746,-0.17881694848217783
365,0.00073,0.04260318008550128,0.17146791260829689
366,0.000732,-0.018305826175840777,0.2392766952966369
367,0.000734,0.01414390652005136,0.09848280257154896
368,0.000736,0.1734247392696645,-0.056933506865692735
369,0.0007379999999999999,0.1922171312913944,0.2819199951574027
370,0.00074,-0.12006552721278482,-0.1696213533886256
371,0.0007419999999999999,0.05375594678083036,0.0847616547348527
372,0.000744,0.0916324663401694,0.14352796823006425
373,0.0007459999999999999,0.15216792793518466,-0.21277581199971657
374,0.000748,-0.15625,0.03125
375,0.00075,0.3042488950352672,-0.11383995308282938
376,0.000752,0.1367519844207269,0.03011373262273305
377,0.000754,0.011409178101723608,0.08810838089613265
378,0.0007559999999999999,0.04998300574030716,0.17755776199944445
379,0.000758,-0.22883492785797216,0.2293058288605846
380,0.0007599999999999999,-0.01647157180135933,0.044030734658663126
381,0.000762,-0.2309044083541879,0.0020360465899654442
382,0.0007639999999999999,0.018305826175840777,0.03661165235168155
383,0.000766,-0.04495981425370478,0.06134477916545136
384,0.000768,-0.13772410527128348,-0.14563178993003723
385,0.00077,0.0775678812088627,0.13461828502805978
386,0.000772,0.15864781268996672,0.0207036388658075
387,0.000774,0.03348083854139605,0.09629587070783974
388,0.000776,0.05802783571259055,-0.06854597729576695
389,0.0007779999999999999,-0.091030030107425,-0.03473018343037794
390,0.00078,-0.06809667750070435,-0.013401490839833627
391,0.0007819999999999999,-0.0625,0.0
392,0.000784,-0.2549555240314634,-0.0072382469092412555
393,0.0007859999999999999,0.001939139703965087,0.06485667573588039
394,0.000788,-0.03449219384314486,-0.07499771488284898
395,0.00079,0.04629197548460226,-0.09867279391487611
396,0.000792,-0.19014862593840098,-0.061799123159297586
397,0.000794,-0.10742122295960267,-0.13569545553048046
398,0.0007959999999999999,-0.08274923120178303,-0.01631003537556583
399,0.000798,-0.1142766952966369,0.08080582617584078
400,0.0007999999999999999,0.11535560415576629,0.2086193921595698
401,0.000802,0.1639818712804873,-0.4663234432894937
402,0.0008039999999999999,-0.039172431127066254,0.21446549008439625
403,0.000806,-0.1103002327813999,-0.10969610964776291
404,0.000808,-0.09175767856991404,-0.13435932440558224
405,0.00081,-0.12732492310369992,-0.03095060938784235
406,0.000812,0.12296289477972164,0.09121310617419559
407,0.0008139999999999999,-0.125,-0.0625
408,0.000816,0.04873075830725379,0.04084411065983256
409,0.0008179999999999999,0.06276964399996904,-0.0716410597781178
410,0.00082,-0.04928093577673383,-0.07233866280176834
411,0.0008219999999999999,0.25643105121167376,-0.05037498904053718
412,0.000824,-0.02397085278245542,0.11637631954984436
413,0.0008259999999999999,-0.03399609042828168,0.08844406591722424
414,0.000828,-0.07895251258089585,0.13905158769797096
415,0.00083,0.04419417382415922,-0.03661165235168155
416,0.000832,0.18223164588134538,-0.022701072733517243
417,0.000834,0.15251378008834973,0.1595955696838467
418,0.0008359999999999999,-0.024192401980138403,0.05317342612677516
419,0.000838,-0.1107626086101026,0.03279345356103397
420,0.0008399999999999999,0.05294513459046341,-0.011077085656549794
421,0.000842,0.04772001690265721,-0.08219240622288101
422,0.0008439999999999999,-0.26365616212706267,-0.033247318691872675
423,0.000846,0.0,-0.0625
424,0.000848,-0.12296374788659475,0.017682584551489147
425,0.00085,-0.09593937569926086,0.13061782903682734
426,0.000852,-0.1310776487566616,0.0846846055453801
427,0.0008539999999999999,-0.17887449695707994,0.2419786200907169
428,0.000856,-0.1314884373883377,-0.196711049962497
429,0.0008579999999999999,-0.12466493416478659,0.052918996229139356
430,0.00086,0.050083326855052054,0.057245702728277476
431,0.0008619999999999999,0.2392766952966369,0.16919417382415922
432,0.000864,-0.0395846489184537,0.11103021194011378
433,0.0008659999999999999,-0.02664182058996506,0.08400283668465089
434,0.000868,-0.006198672290764443,0.2890366948740613
435,0.00087,0.15449440660555913,0.039613588175285236
436,0.0008719999999999999,0.019483834536233723,-0.22856814610303638
437,0.000874,-0.07821898820450603,-0.045097687569953845
438,0.0008759999999999999,-0.05243383184590927,0.09723327223655387
439,0.000878,0.0625,0.125
440,0.0008799999999999999,-0.08189930900560763,0.09839165307896403
441,0.000882,-0.10893445094962861,0.01633159795036543
442,0.0008839999999999999,0.2937240675887696,0.12223480761409769
443,0.000886,-0.12384852973919608,0.2820691628646964
444,0.000888,-0.11856439813958441,-0.07519576032736887
445,0.00089,0.05269389990435251,-0.21905595426420155
446,0.000892,-0.05393450167505542,0.0014384807736373684
447,0.0008939999999999999,-0.04419417382415922,-0.21338834764831843
448,0.000896,0.07986191679439085,0.08370145314269989
449,0.0008979999999999999,0.10031121216608338,-0.1674400060239592
450,0.0009,-0.08253308851762328,0.06051804873654377
451,0.0009019999999999999,0.06656843478594339,0.1622890679114437
452,0.000904,0.05672432839535856,0.061004084174576804
453,0.000906,0.12121224205386719,0.12162905082899567
454,0.000908,-0.06809667750070435,-0.013401490839833627
455,0.00091,0.07180437989293831,0.02735945619122994
456,0.0009119999999999999,0.03125,-0.03125
457,0.000914,0.23416171127146174,-0.03452253547943493
458,0.0009159999999999999,-0.08295254069982255,-0.1843940813527879
459,0.000918,-0.0015070866689415388,-0.10340348564901322
460,0.0009199999999999999,0.04278167769694267,-0.14417923338571798
461,0.000922,-0.032493404234568424,0.03744960501179193
462,0.0009239999999999999,0.1956360493388776,0.03969640433825862
463,0.000926,-0.04181491256348961,-0.21999001709489602
464,0.000928,-0.09754126073623884,-0.21717960838455727
465,0.0009299999999999999,-0.01611021182672663,0.1525789966436891
466,0.000932,-0.01819987626809133,0.17835203589921786
467,0.0009339999999999999,-0.11712606556046656,-0.10851709265808966
468,0.000936,0.13341783252046602,-0.12641249612721656
469,0.0009379999999999999,-0.148513633469496,0.19823635854427663
470,0.00094,0.17242891939897415,-0.05204826645191607
471,0.0009419999999999999,-0.1251550503365597,0.09959653717728423
472,0.000944,-0.125,0.0625
473,0.000946,-0.08216144247962137,0.059347734764011534
474,0.000948,-0.03196289676187804,-0.07876097762765141
475,0.00095,0.036465979190023944,-0.05927119905886599
476,0.0009519999999999999,0.12780594417348867,0.22319962821505657
477,0.000954,-0.08262970546225779,0.03196684927604563
478,0.0009559999999999999,0.020714404335209435,0.11511572072311112
479,0.000958,0.16780431158278863,0.09271275177393896
480,0.0009599999999999999,0.009152913087920388,0.047985434560398055
481,0.000962,-0.012972487362999358,-0.11647042429719107
482,0.0009639999999999999,0.10930388109434502,-0.24237248021731442
483,0.000966,0.17964778382505242,-0.09940491569926613
484,0.000968,-0.12165496690917198,0.02308240347482978
485,0.0009699999999999999,0.2806200659270507,0.05974547767485732
486,0.000972,-0.10687604839009503,0.10593764664933084
487,0.0009739999999999999,-0.01033926080874873,-0.03314653212661855
488,0.000976,0.09375,0.09375
489,0.000978,0.10560734991174935,0.13299662441400248
490,0.00098,0.35044210390861946,0.12235645718149063
491,0.000982,-0.11172228546871057,-0.12676859698431517
492,0.0009839999999999998,0.1005241484788981,0.11070836426492187
493,0.000986,-0.22731359608249108,-0.12477917357878335
494,0.000988,-0.14826299612194407,0.0841873216651738
495,0.00099,-0.009187635684033666,-0.10179435093155074
496,0.000992,0.03504126073623884,0.09217960838455727
497,0.0009939999999999999,-0.05341102335869573,0.017108777467165298
498,0.000996,-0.1287853012911153,-0.0639833683318746
499,0.000998,-0.10702934570799177,-0.06537711546887355
500,0.001,0.06166468895201167,-0.06867002534526112
501,0.0010019999999999999,0.07518431026307237,-0.13361719451363047
502,0.001004,-0.022656845747223306,0.06717521323498256
503,0.001006,-0.17679501031154074,-0.1191973368996225
504,0.001008,0.0,-0.125
505,0.00101,0.29495304319350724,0.025312630383606375
506,0.0010119999999999999,0.2796383764980365,0.10418694944726714
507,0.001014,-0.09607203609800805,-0.2528183551683534
508,0.001016,0.10388822965067056,0.18527124090573954
509,0.001018,-0.08381615978204993,-0.15579308036423753
510,0.0010199999999999999,-0.1564758052004614,-0.20238779437486198
511,0.001022,-0.1263168217713545,0.10801288250350848
512,0.001024,0.05334708691207961,-0.17298543456039805
513,0.001026,0.1334864512445985,-0.23635180389584876
514,0.001028,0.022516253519906243,-0.08538453499834728
515,0.0010299999999999999,-0.032656943510957825,-0.037992629906496656
